id,x,y,k,
874,71.769258,175.321072,4,
875,74.592892,-292.589704,1,
876,77.653636,-316.202196,2,
877,3.551428,-321.651283,1,
878,160.379013,-287.277137,2,
879,250.730098,-177.959908,1,
880,-201.054569,105.901385,2,
881,79.207814,-267.243297,1,
882,68.016096,-269.676108,1,
883,90.747151,-264.188345,1,
884,198.589988,-202.153395,1,
885,216.030645,-183.802098,1,
886,258.112326,-116.547522,1,
887,205.389471,-195.417661,1,
888,152.721559,-163.688097,2,
889,-81.937096,-174.745768,1,
890,120.670266,-236.199507,3,
891,140.913676,-142.265683,4,
892,208.128862,-16.746241,1,
893,205.109591,-47.101427,1,
894,279.133943,-25.581869,1,
895,151.285905,-148.758879,2,
896,-155.562110,-296.796759,2,
897,-230.444597,-234.133329,2,
898,195.368693,55.374867,1,
899,-135.499088,-308.146037,2,
900,-203.986433,-260.714116,2,
901,385.361577,-226.710955,2,
902,388.419871,-223.540906,2,
903,387.826513,-226.572466,2,
904,135.269387,136.465749,1,
905,154.614711,-161.973400,2,
906,196.468048,143.744433,1,
907,206.481764,131.571525,1,
908,183.879004,247.389419,1,
909,204.786372,-228.621607,2,
910,255.706398,-170.700307,2,
911,241.063998,-149.476797,2,
912,258.299545,199.335539,2,
913,173.410525,-122.723965,2,
914,141.179182,295.795922,1,
915,26.326867,176.691244,1,
916,169.443900,-107.216154,2,
917,145.139516,-93.805410,3,
918,189.515365,-177.659642,2,
919,169.054809,-82.960689,2,
920,-207.163009,-257.826701,2,
921,172.108797,-75.934923,2,
922,-13.868567,222.215896,1,
923,-90.113187,198.290927,1,
924,-149.710733,217.249132,1,
